epoch,reward/trans_loss,reward/eval_cse_loss,reward/eval_trans_loss
0,100.0,0.6954212,0.6954212
1,0.68211174,0.68211174,2.811572790145874
2,0.6428013,0.6428013,0.0043621063232421875
3,0.6194904,0.6194904,0.0041124820709228516
4,0.59933597,0.59933597,0.00450444221496582
5,0.5873455,0.5873455,0.025123119354248047,0.5456614,0.5456614,5,0.5456614
6,0.57549417,0.57549417,0.004137277603149414
7,0.56557703,0.56557703,0.0048177242279052734
8,0.55942667,0.55942667,0.006046772003173828
9,0.5502918,0.5502918,0.004197835922241211
10,0.5424727,0.5424727,0.00485539436340332,0.48397684,0.48397684,10,0.48397684
11,0.5352378,0.5352378,0.003484010696411133
12,0.533184,0.533184,0.02888941764831543
13,0.5257249,0.5257249,0.0052721500396728516
14,0.5224112,0.5224112,0.0040700435638427734
15,0.5179837,0.5179837,0.004642009735107422,0.45077902,0.45077902,15,0.45077902
16,0.51270604,0.51270604,0.004759311676025391
17,0.50932896,0.50932896,0.024805545806884766
18,0.50560415,0.50560415,0.00437617301940918
19,0.50196636,0.50196636,0.004140138626098633
20,0.4983982,0.4983982,0.004727363586425781,0.43686002,0.43686002,20,0.43686002
21,0.49538046,0.49538046,0.0033495426177978516
22,0.4923038,0.4923038,0.004590272903442383
23,0.4900663,0.4900663,0.004667043685913086
24,0.48588598,0.48588598,0.02656412124633789
25,0.48126101,0.48126101,0.004217624664306641,0.41047737,0.41047737,25,0.41047737
26,0.483046,0.483046,0.0039899349212646484
27,0.48086876,0.48086876,0.00424504280090332
28,0.47770315,0.47770315,0.004405021667480469
29,0.47348672,0.47348672,0.005303621292114258
30,0.46764058,0.46764058,0.0048351287841796875,0.38892105,0.38892105,30,0.38892105
31,0.4708979,0.4708979,0.005242109298706055
32,0.46726608,0.46726608,0.005696296691894531
33,0.4632845,0.4632845,0.004584312438964844
34,0.46191543,0.46191543,0.005096435546875
35,0.4635531,0.4635531,0.004595518112182617,0.35749108,0.35749108,35,0.35749108
36,0.45898372,0.45898372,0.004733085632324219
37,0.4534307,0.4534307,0.005123138427734375
38,0.45425773,0.45425773,0.0052530765533447266
39,0.45386267,0.45386267,0.004103422164916992
40,0.44953874,0.44953874,0.004532814025878906,0.34423122,0.34423122,40,0.34423122
41,0.44657746,0.44657746,0.003560781478881836
42,0.44703984,0.44703984,0.004772186279296875
43,0.4442431,0.4442431,0.004433870315551758
44,0.44196588,0.44196588,0.005737781524658203
45,0.43771714,0.43771714,0.005609273910522461,0.3205719,0.3205719,45,0.3205719
46,0.4357373,0.4357373,0.0037539005279541016
47,0.4315762,0.4315762,0.0045948028564453125
48,0.4323042,0.4323042,0.0049610137939453125
49,0.42866552,0.42866552,0.004662513732910156
50,0.4296838,0.4296838,0.02740335464477539,0.3076644,0.3076644,50,0.3076644
51,0.41980684,0.41980684,0.005239963531494141
52,0.42383662,0.42383662,0.004721879959106445
53,0.42044118,0.42044118,0.004266977310180664
54,0.4164062,0.4164062,0.0060961246490478516
55,0.41657117,0.41657117,0.0052585601806640625,0.29162014,0.29162014,55,0.29162014
56,0.41321212,0.41321212,0.0049817562103271484
57,0.4110965,0.4110965,0.005097866058349609
58,0.41075087,0.41075087,0.0055196285247802734
59,0.40562958,0.40562958,0.004462242126464844
60,0.40678832,0.40678832,0.024851083755493164,0.28533745,0.28533745,60,0.28533745
61,0.40467623,0.40467623,0.005218982696533203
62,0.40408167,0.40408167,0.0042836666107177734
63,0.39832082,0.39832082,0.005284547805786133
64,0.39425164,0.39425164,0.0053822994232177734
65,0.39473724,0.39473724,0.005057334899902344,0.27357092,0.27357092,65,0.27357092
66,0.39536387,0.39536387,0.004281282424926758
67,0.3944884,0.3944884,0.004986763000488281
68,0.39242584,0.39242584,0.004309654235839844
69,0.39122286,0.39122286,0.027190208435058594
70,0.38685453,0.38685453,0.004381656646728516,0.262018,0.262018,70,0.262018
71,0.38615426,0.38615426,0.0031964778900146484
72,0.37888858,0.37888858,0.005094051361083984
73,0.38361278,0.38361278,0.004323005676269531
74,0.3845954,0.3845954,0.005395174026489258
75,0.38908857,0.38908857,0.004536867141723633,0.25440168,0.25440168,75,0.25440168
76,0.37732968,0.37732968,0.004906892776489258
77,0.38303834,0.38303834,0.0043833255767822266
78,0.37399712,0.37399712,0.005545377731323242
79,0.37763014,0.37763014,0.004155874252319336
80,0.37364805,0.37364805,0.028563976287841797,0.24708751,0.24708751,80,0.24708751
81,0.37536547,0.37536547,0.004194974899291992
82,0.37154803,0.37154803,0.004631519317626953
83,0.3665218,0.3665218,0.00470280647277832
84,0.36666524,0.36666524,0.0052187442779541016
85,0.37088528,0.37088528,0.005204916000366211,0.2409868,0.2409868,85,0.2409868
86,0.36292914,0.36292914,0.00408482551574707
87,0.35935983,0.35935983,0.005113363265991211
88,0.366452,0.366452,0.005052804946899414
89,0.35823786,0.35823786,0.006217002868652344
90,0.35902488,0.35902488,0.0045282840728759766,0.23391105,0.23391105,90,0.23391105
91,0.35800081,0.35800081,0.004170894622802734
92,0.353106,0.353106,0.005900144577026367
93,0.3484782,0.3484782,0.004910469055175781
94,0.35029635,0.35029635,0.0048983097076416016
95,0.3458513,0.3458513,0.005260467529296875,0.23003224,0.23003224,95,0.23003224
96,0.34611565,0.34611565,0.004004478454589844
97,0.34854954,0.34854954,0.005273103713989258
98,0.34827864,0.34827864,0.0042476654052734375
99,0.34222138,0.34222138,0.0046367645263671875
100,0.34705117,0.34705117,0.0045850276947021484,0.22406295,0.22406295,100,0.22406295
101,0.34645826,0.34645826,0.005575418472290039
102,0.34045416,0.34045416,0.0057220458984375
103,0.3453656,0.3453656,0.005352973937988281
104,0.33787644,0.33787644,0.0051882266998291016
105,0.34156984,0.34156984,0.005089998245239258,0.2166117,0.2166117,105,0.2166117
106,0.33584934,0.33584934,0.0029137134552001953
107,0.33758473,0.33758473,0.005462646484375
108,0.3339498,0.3339498,0.0055866241455078125
109,0.33813807,0.33813807,0.005242109298706055
110,0.3338254,0.3338254,0.004758119583129883,0.22084647,0.22084647
111,0.33201063,0.33201063,0.004893064498901367
112,0.33293876,0.33293876,0.005063772201538086
113,0.33239472,0.33239472,0.004575967788696289
114,0.3336209,0.3336209,0.005557537078857422
115,0.32589352,0.32589352,0.004562854766845703,0.20764957,0.20764957,115,0.20764957
116,0.32863456,0.32863456,0.0037775039672851562
117,0.32584977,0.32584977,0.005411863327026367
118,0.32956284,0.32956284,0.005587577819824219
119,0.33181515,0.33181515,0.004498004913330078
120,0.3286183,0.3286183,0.00445246696472168,0.21119553,0.21119553
121,0.32244152,0.32244152,0.0050106048583984375
122,0.32295495,0.32295495,0.005384683609008789
123,0.3231315,0.3231315,0.0056803226470947266
