epoch,reward/trans_loss,reward/eval_cse_loss,reward/eval_trans_loss
0,100.0,0.6748456,0.6748456
1,0.66863894,0.66863894,2.888139486312866
2,0.6317971,0.6317971,0.004741191864013672
3,0.6028682,0.6028682,0.0058252811431884766
4,0.58477646,0.58477646,0.004641056060791016
5,0.57494247,0.57494247,0.004746198654174805,0.53021574,0.53021574,5,0.53021574
6,0.56690896,0.56690896,0.005800962448120117
7,0.55669963,0.55669963,0.004789113998413086
8,0.54821205,0.54821205,0.004545688629150391
9,0.5406742,0.5406742,0.005016803741455078
10,0.5333258,0.5333258,0.0047817230224609375,0.46210548,0.46210548,10,0.46210548
11,0.52748984,0.52748984,0.0049135684967041016
12,0.52154124,0.52154124,0.004439115524291992
13,0.51525205,0.51525205,0.004109859466552734
14,0.51432693,0.51432693,0.004438161849975586
15,0.5095594,0.5095594,0.004498958587646484,0.44768322,0.44768322,15,0.44768322
16,0.50684845,0.50684845,0.0048902034759521484
17,0.5030253,0.5030253,0.004838228225708008
18,0.50089204,0.50089204,0.004319429397583008
19,0.49746478,0.49746478,0.006308794021606445
20,0.49274686,0.49274686,0.005035400390625,0.41933662,0.41933662,20,0.41933662
21,0.4913541,0.4913541,0.004029512405395508
22,0.48802513,0.48802513,0.004904031753540039
23,0.48766136,0.48766136,0.004602670669555664
24,0.4841343,0.4841343,0.004712581634521484
25,0.48002368,0.48002368,0.005097389221191406,0.4078163,0.4078163,25,0.4078163
26,0.47980863,0.47980863,0.0054779052734375
27,0.4770708,0.4770708,0.004976511001586914
28,0.47513926,0.47513926,0.004595518112182617
29,0.4715628,0.4715628,0.004594564437866211
30,0.46914658,0.46914658,0.0047109127044677734,0.38846847,0.38846847,30,0.38846847
31,0.46709698,0.46709698,0.004128456115722656
32,0.46649683,0.46649683,0.006030559539794922
33,0.4632484,0.4632484,0.004720449447631836
34,0.46163976,0.46163976,0.004575490951538086
35,0.45943832,0.45943832,0.004934072494506836,0.3562709,0.3562709,35,0.3562709
36,0.4576268,0.4576268,0.00424504280090332
37,0.45376846,0.45376846,0.0046427249908447266
38,0.4490271,0.4490271,0.004742860794067383
39,0.44887736,0.44887736,0.005571126937866211
40,0.450962,0.450962,0.0047147274017333984,0.34484953,0.34484953,40,0.34484953
41,0.44453567,0.44453567,0.003144979476928711
42,0.44091862,0.44091862,0.004616737365722656
43,0.44062993,0.44062993,0.0047643184661865234
44,0.43920404,0.43920404,0.005029201507568359
45,0.43651184,0.43651184,0.0046234130859375,0.31645352,0.31645352,45,0.31645352
46,0.43686366,0.43686366,0.003962278366088867
47,0.4340709,0.4340709,0.006141185760498047
48,0.42986712,0.42986712,0.004386186599731445
49,0.42652953,0.42652953,0.0044803619384765625
50,0.42610312,0.42610312,0.004702568054199219,0.29663646,0.29663646,50,0.29663646
51,0.4250823,0.4250823,0.004244089126586914
52,0.4225579,0.4225579,0.004679679870605469
53,0.41870838,0.41870838,0.004953861236572266
54,0.41864243,0.41864243,0.004093170166015625
55,0.41513854,0.41513854,0.005254983901977539,0.27810332,0.27810332,55,0.27810332
56,0.4094708,0.4094708,0.004224300384521484
57,0.40789622,0.40789622,0.004252910614013672
58,0.40400535,0.40400535,0.004746198654174805
59,0.40281346,0.40281346,0.004503965377807617
60,0.4016136,0.4016136,0.0046541690826416016,0.26179987,0.26179987,60,0.26179987
61,0.40008807,0.40008807,0.005380392074584961
62,0.39400208,0.39400208,0.004403829574584961
63,0.39380264,0.39380264,0.0042874813079833984
64,0.3911232,0.3911232,0.004778146743774414
65,0.389799,0.389799,0.00482630729675293,0.25018057,0.25018057,65,0.25018057
66,0.3895393,0.3895393,0.0056498050689697266
67,0.3876305,0.3876305,0.00435328483581543
68,0.38536844,0.38536844,0.0045092105865478516
69,0.38910878,0.38910878,0.004391908645629883
70,0.3883565,0.3883565,0.004541873931884766,0.2437348,0.2437348,70,0.2437348
71,0.38063458,0.38063458,0.004334926605224609
72,0.37950194,0.37950194,0.00484156608581543
73,0.37756628,0.37756628,0.004813671112060547
74,0.37472892,0.37472892,0.00469207763671875
75,0.36775902,0.36775902,0.004888296127319336,0.24329734,0.24329734
76,0.36916685,0.36916685,0.004441499710083008
77,0.36737671,0.36737671,0.004184246063232422
78,0.37250942,0.37250942,0.005164384841918945
79,0.36377764,0.36377764,0.005056619644165039
80,0.363034,0.363034,0.0060024261474609375,0.23375358,0.23375358,80,0.23375358
81,0.36232346,0.36232346,0.004009246826171875
82,0.3583188,0.3583188,0.004748344421386719
83,0.36249804,0.36249804,0.004369020462036133
